codice,denominazione,ubicazione,comune,coordinata_x,coordinata_y,latitudine,longitudine,codice_zona,osm_id,dist
600510,SAVONUZZI P. BUOZZI,PLE A.SAVONUZZI 18,PONTELAGOSCURO1,706083,973005,"44,878853","11,608196",600,728346367,2.800446393169097e-05
600528,BENTIVOGLIO CAVALCAFERROV,VIA BENTIVOGLIO 215,PONTELAGOSCURO,706105,970989,"44,860718","11,607655",600,728346369,9.221594222233379e-05
600518,VICENZA,VIA VICENZA 18,PONTELAGOSCURO1,706287,973196,"44,880512","11,610854",600,728346374,7.938444432256715e-05
600508,VENEZIA,VIA VENEZIA 57,PONTELAGOSCURO1,706249,973561,"44,883805","11,610522",600,728346382,0.000174238514682055
600522,CORSO POPOLO GIUSTIZIA,CSO DEL POPOLO 6,PONTELAGOSCURO1,705958,972365,"44,873134","11,606355",600,728346389,0.00010063558018745316
600507,SAVONUZZI P. BUOZZI,VIA VENEZIA 9,PONTELAGOSCURO1,706119,973069,"44,879418","11,608677",600,728346397,0.00021242264474364216
600515,VALLELUNGA BOICELLI,VIA VALLELUNGA 32,PONTELAGOSCURO1,705358,972999,"44,879009","11,599023",600,728346399,0.0001701518439500589
600487,SOLVAY,VIA G. MARCONI,FERRARA,705660,971156,"44,862348","11,602096",600,728346401,9.407576733500353e-05
600317,VALLELUNGA AIRONE,VIA VALLELUNGA 51,PONTELAGOSCURO1,705114,973126,"44,880222","11,595989",600,728346406,7.567113056099114e-05
600505,MESTRE,VIA NUOVA F5,PONTELAGOSCURO1,706239,973708,"44,88513","11,610455",600,728346418,0.00011491531664678925
600525,CORSO POPOLO MINIERA,P.ZZA DEL POPOLO 110,PONTELAGOSCURO1,706022,972501,"44,874339","11,607219",600,728346420,6.072767079179669e-05
600536,BENTIVOGLIO CAVALCAFERROV,VIA BENTIVOGLIO F21,FERRARA,706090,970957,"44,860434","11,607452",600,728346424,5.7047524047259056e-05
600482,MONTESUD,VIA MARCONI 63,FERRARA,705597,970703,"44,858293","11,601116",600,728346431,0.00025001801935146554
600523,CORSO POPOLO DE AMICIS,CSO DEL POPOLO 62,PONTELAGOSCURO1,706075,972618,"44,875375","11,607937",600,728346438,4.0245372407057366e-05
600513,ROMITO,VIA G.ROMITO 46,PONTELAGOSCURO1,705682,972826,"44,87736","11,603051",600,728346443,0.00010468476489045293
600524,CORSO POPOLO DE AMICIS,CORSO DEL POPOLO,PONTELAGOSCURO1,706096,972656,"44,875711","11,608218",600,728346453,0.0011473886263994781
600483,MONTESUD,VIA MARCONI 230,FERRARA,705610,970707,"44,858325","11,601282",600,728346456,5.8358375576958144e-05
600485,CARTIERE BURGO,VIA MARCONI 236,FERRARA,705631,970913,"44,860171","11,601631",600,728346462,0.00021137703281148514
600486,ANIENE - SOLVAY,VIA G.MARCONI,FERRARA,705673,971219,"44,862911","11,602286",600,728346464,0.00041327513837521613
600529,BENTIVOGLIO PANARO,VIA BENTIVOGLIO 26,PONTELAGOSCURO,705924,971667,"44,866867","11,605641",600,728346469,2.0507803393547965e-05
600550,MEDIE C. TURA,VIA S.BATTARA 51,PONTELAGOSCURO,706154,971253,"44,863077","11,608382",600,728346484,0.0001275618281486962
600318,VALLELUNGA AIRONE,VIA VALLELUNGA 88,PONTELAGOSCURO1,705029,973174,"44,880678","11,594933",600,728346494,0.00016558275876322063
600527,BENTIVOGLIO FIORINO,VIA BENTIVOGLIO 8 A,FERRARA,705871,971971,"44,869616","11,605095",600,728346502,2.9296586834015367e-05
646002,S. MARIA MADDALENA,,ROVIGO,706155,974532,"44,892564","11,609728",600,728346511,0.0003245146683878195
600516,VALLELUNGA,VIA VALLELUNGA 41,PONTELAGOSCURO1,704722,973342,"44,882277","11,591118",600,728346517,0.0001732148088329471
646001,S.M. MADDALENA OSPEDALE,,ROVIGO,706214,974614,"44,893285","11,610507",600,728346523,3.4555752055124675e-05
600520,CORSO POPOLO P.BUOZZI,VIA P.BRAGHINI F12,PONTELAGOSCURO1,706264,973020,"44,878936","11,610491",600,728346526,0.0002819415010245816
600549,VIA INDIPENDENZA - SUSSID,VIA DELL`INDIPENDENZA 19,PONTELAGOSCURO,706199,971026,"44,861023","11,608858",600,728346529,0.00013312268777301205
600484,CARTIERE BURGO,VIA MARCONI 67,FERRARA,705611,970850,"44,85961","11,601352",600,728346538,4.80046872706986e-05
600526,CORSO POPOLO P. BUOZZI,P.ZZA DEL POPOLO 21,PONTELAGOSCURO1,706233,972944,"44,878261","11,610068",600,728346541,7.372197772685924e-05
600519,VICENZA,VIA VICENZA F14,FERRARA,706224,973227,"44,880809","11,610069",600,728346550,0.00038491778342938617
646000,S.M. MADDALENA OSPEDALE,,ROVIGO,706241,974583,"44,892998","11,610836",600,728346560,5.790923933034488e-05
600548,BARCO INDIPENDENZA,VIA DELL`INDIPENDENZA F19,PONTELAGOSCURO,706196,970992,"44,860718","11,608807",600,728346564,3.7886673122907595e-05
600442,VERGA BARDELLINI,VIA G.VERGA 33,FERRARA,705531,966707,"44,822376","11,598664",600,730945300,0.0015249874819171544
600425,FIERA,,FERRARA,704426,965833,"44,814834","11,58435",600,730945317,0.00014530437020229513
600443,VERGA FALCONE,VIA G.VERGA F81,FERRARA,705396,966942,"44,824528","11,597053",600,730945327,0.00021417137997527806
600402,VENEZIANI LEONCAVALLO (AD,VIA V.VENEZIANI 52,FERRARA,704931,966229,"44,81825","11,59089",600,730945339,9.171968163971095e-05
600417,BELA BARTOK,,FERRARA,704624,966077,"44,816972","11,58695",600,730945342,4.139432328521976e-05
600428,KRASNODAR VERGA,VLE KRASNODAR 30,FERRARA,705867,966572,"44,821065","11,602855",600,730945347,0.00013058185172609403
600429,KRASNODAR NIEVO,VLE KRASNODAR 241,FERRARA,705368,967134,"44,826263","11,596777",600,730945352,2.566398254370328e-05
600414,VENEZIANI FERRARESI,VIA V.VENEZIANI,FERRARA,704856,966117,"44,817265","11,589897",600,730945361,4.2790770032514134e-05
600421,FIERA,,FERRARA,704516,965887,"44,815294","11,585509",600,730945382,9.150661178286925e-05
600441,VERGA KRAMER (VIGILI DEL,VIA G.VERGA 144,FERRARA,705207,967092,"44,825932","11,594726",600,730945385,0.0001332641362102547
600432,KRASNODAR AMICIZIA,VLE KRASNODAR 108,FERRARA,705590,967028,"44,825246","11,599539",600,730945389,0.00010730517228850228
600433,KRASNODAR COLLODI,VLE KRASNODAR 179,FERRARA,705639,966890,"44,823991","11,600103",600,730945401,4.096644968637756e-05
600435,KRASNODAR LABRIOLA,VLE KRASNODAR 43,FERRARA,705757,966674,"44,822014","11,601506",600,730945412,3.752612423846705e-05
600444,VERGA FALCONE,VIA G.VERGA F116,FERRARA,705431,966828,"44,823493","11,597449",600,730945414,3.554180636974746e-05
600426,BELA BARTOK,,FERRARA,704601,966107,"44,817248","11,586671",600,730945426,0.00019230002600295945
600430,KRASNODAR DE SANCTIS,VLE KRASNODAR 86,FERRARA,705736,966788,"44,823045","11,601287",600,730945427,0.00010680229398393386
600439,VERGA BARDELLINI,VIA G.VERGA 70,FERRARA,705499,966733,"44,822619","11,59827",600,730945434,0.00015248376962813403
600413,VENEZIANI LEONCAVALLO (AD,VIA V.VENEZIANI,FERRARA,704913,966282,"44,818732","11,590684",600,730945478,1.3542894816599966e-05
600431,KRASNODAR POETI,VLE KRASNODAR 215,FERRARA,705490,967042,"44,825401","11,598281",600,730945482,8.022568167344134e-05
600440,VERGA KRAMER (VIGILI DEL,VIA G.VERGA F140,FERRARA,705241,967041,"44,825463","11,595135",600,730945491,0.0001907074198877996
600472,ARGINONE XVI MARZO,VIA ARGINONE 173,ARGINONE,705134,968421,"44,837904","11,59434",600,732026283,0.00010033967311153415
600468,ARGINONE XVI MARZO,VIA ARGINONE 130,ARGINONE,705073,968455,"44,838228","11,593582",600,732026299,0.00011231963319049227
600234,PIANGIPANE KENNEDY,VIA PIANGIPANE,FERRARA,706852,967941,"44,833091","11,615858",600,732026316,8.146655755840687e-05
600023,SAN MARTINO CENTRO,VIA CHIESA 377,SAN MARTINO,704778,961808,"44,778536","11,587178",640,737501286,9.05988962399471e-05
600093,SGARBATA IDROVORO,VIA SGARBATA FR.103,FERRARA,705513,957628,"44,740734","11,594774",630,737501294,3.69985134873924e-05
600127,CORAZZA BOLOGNA,VIA CORAZZA 4,SAN MARTINO,703835,962470,"44,78476","11,575536",640,737501316,3.3659471175904036e-05
600126,BUTTIFREDO CORAZZA,VIA BUTTIFREDO 75,SAN MARTINO,704537,961692,"44,777562","11,584089",640,737501321,5.182557283539284e-05
600090,SGARBATA SECONDA,VIA SGARBATA 6,FERRARA,704401,960090,"44,763194","11,581729",630,737501328,4.3687297924219796e-05
600036,SGARBATA BORGO COLOMBARA,VIA SGARBATA 187,FERRARA,707340,957449,"44,738596","11,617755",630,737501341,0.00011669875748891919
600134,SAN MARTINO BERLINGUER,VIA CHIESA FR293,SAN MARTINO,704926,961904,"44,779357","11,589086",640,737501368,7.395376934343958e-05
600035,SGARBATA BORGO BASSI,VIA SGARBATA FR. 287,FERRARA,707960,957525,"44,7391","11,625608",630,737501374,8.244913583314438e-05
600044,VIA SGARBATA CA` PATINA,VIA SGARBATA FR. 4,FERRARA,704238,960408,"44,766101","11,579799",630,737501381,6.56064021306287e-05
600129,SAN MARTINO CORAZZA,VIA CORAZZA 26A,SAN MARTINO,704008,962204,"44,782318","11,577614",640,737501389,0.0005894896945633857
600099,SGARBATA,VIA SGARBATA 84,FERRARA,704684,959028,"44,753562","11,584875",630,737501399,5.823899037568002e-05
600131,SAN MARTINO BERLINGUER,VIA CHIESA FR 146,SAN MARTINO,705050,961958,"44,779807","11,590673",640,737501428,0.00010974101330069361
600133,SAN MARTINO SCUOLE,VIA M.BISI 23,SAN MARTINO,705058,962122,"44,78128","11,59084",640,737501439,5.318543033759278e-05
600028,CORAZZA BOLOGNA,VIA CORAZZA 13,SAN MARTINO,703939,962332,"44,783489","11,576794",640,737501454,0.0007544869846423867
600097,SGARBATA LA MOLINETTA,VIA SGARBATA 320,FERRARA,708489,957371,"44,73756","11,63222",630,737501489,4.0875420488162556e-05
600130,SAN MARTINO CIMITERO,VIA CORAZZA 34,SAN MARTINO,704477,961831,"44,778829","11,583387",640,737501497,0.00017594774792411275
600022,SAN MARTINO DANCING,VIA CHIESA 449,SAN MARTINO,704634,961756,"44,77811","11,585339",640,737501500,0.0002342773143092726
600141,UCCELLINO,VIA BOLOGNA 792,UCCELLINO,703543,963139,"44,790859","11,572116",640,737501505,0.00012664379179496451
600025,SAN MARTINO BUTTIFREDO,VIA BUTTIFREDO FR. 19,SAN MARTINO,704185,961188,"44,77313","11,579442",640,737501513,7.964577829349893e-05
600037,SGARBATA CASETTE,VIA SGARBATA FR.145,FERRARA,706144,957604,"44,740336","11,602727",630,737501535,0.00014594714797156973
600042,BORGO RICOVERO,VIA SGARBATA 23,FERRARA,704534,959766,"44,760242","11,583278",630,737501558,0.00010528371193822924
600132,SAN MARTINO DEL FABBRO,VIA DEL FABBRO 2,SAN MARTINO,705194,962154,"44,781528","11,59257",640,737501588,0.00010340236941103863
600125,BUTTIFREDO CORAZZA,VIA BUTTIFREDO 106,SAN MARTINO,704559,961714,"44,777754","11,584375",640,737501603,2.0024235317864587e-05
600137,SAN MARTINO CASE A SCHIER,VIA BUTTIFREDO 33F,FERRARA,704430,961383,"44,774814","11,582614",640,737501625,5.560593493324666e-05
600567,BELLINI,VIA V.BELLINI 48,POROTTO,701665,969710,"44,850488","11,551005",600,739405870,7.276901813019316e-05
600583,CASSANA BAR,VIA MODENA 533,CASSANA,702414,969786,"44,850958","11,560504",600,739405903,0.00017328557354804222
600755,POROTTO,DI SAN MATTEO DELLA DECIMA 17,POROTTO,701630,969886,"44,85208","11,550632",600,739405905,8.706710055988159e-05
600561,POROTTO,VIA GIUSEPPE UNGARETTI 163,POROTTO,701488,969040,"44,844512","11,548501",600,739405908,0.0003721260539113116
600563,LADINO,VIA LADINO 71,POROTTO,701560,969342,"44,847208","11,549531",600,739405919,6.862630690978496e-05
600562,UNGARETTI,VIA GIUSEPPE UNGARETTI 183,POROTTO,701496,968873,"44,843008","11,548536",600,739405922,0.00011457176790025709
600581,CASSANA PESA,VIA MODENA 451,CASSANA,702711,969662,"44,849759","11,564209",600,739405927,0.0005365967666700457
600568,VIA CENTO CANALINA,VIA CENTO 8,POROTTO,701580,969871,"44,85196","11,549994",600,739405936,8.63379985897941e-05
600565,X MARTIRI,VIA X MARTIRI F52,FERRARA,701916,969826,"44,85146","11,554224",600,739405937,0.00010996908656786474
600558,LADINO BELLINI,VIA LADINO 19,POROTTO,701733,969668,"44,850091","11,551848",600,739405946,0.0006041429052780867
600564,LADINO SCUOLE ELEMENTARI,VIA LADINO 47,POROTTO,701668,969572,"44,849246","11,550988",600,739405953,5.5278657725807156e-05
600560,LADINO SCUOLE ELEMENTARI,VIA LADINO F57,POROTTO,701626,969511,"44,848709","11,550433",600,739405958,6.139324067059635e-05
600559,LADINO,VIA LADINO 94,POROTTO,701529,969262,"44,846497","11,549107",600,739405974,4.3439383051374164e-05
600584,CASSANA CHIESA,VIA MODENA 394,CASSANA,702146,969888,"44,851952","11,557156",600,739405976,0.0004765123503109029
600582,CASSANA PESA,VIA MODENA 336,CASSANA,702682,969686,"44,849983","11,563852",600,739405988,0.00015343496993741043
600566,POROTTO TEATRO VERDI,VIA X MARTIRI 153,POROTTO,701500,969742,"44,850822","11,548931",600,739405992,0.0003735994111351926
600586,MODENA CARABINIERI,VIA MODENA 412,CASSANA,701950,969940,"44,852475","11,554699",600,739406006,0.00016014196826691024
600585,CASSANA CHIESA,VIA MODENA 583,CASSANA,702274,969828,"44,851376","11,558751",600,739406011,0.0005244669770355268
600357,COCOMARO DI CONA KM4,VIA COMACCHIO FR 553,COCCOMARO DI CONA,711805,966006,"44,814235","11,677646",600,739514916,0.0011556856190154982
600368,CONA CHIESA,VIA COMACCHIO 1105,CONA,714745,965027,"44,804551","11,714373",600,739514924,0.00013037070223122295
600313,COMACCHIO VAL MEZZANO [62,VIA COMACCHIO 244,FERRARA,708851,966714,"44,821473","11,640617",600,739514936,9.13460453433637e-05
600312,VILLA FULVIA [619],VIA COMACCHIO 285,FERRARA,709365,966646,"44,820711","11,647083",600,739514952,0.00011591777257706842
600655,COCOMARO DI CONA IV KM. -,VIA COMACCHIO,FERRARA,711912,965959,"44,81378","11,678978",600,739514980,0.00016751077576980189
600361,CONA IDROVORA,VIA COMACCHIO F751,FERRARA,713210,965359,"44,807998","11,695124",600,739514984,0.00012035314702790011
600352,BIVIO S. BARTOLO [624],VIA COMACCHIO 319,FERRARA,709497,966598,"44,820241","11,648732",600,739514995,0.00012088093315239424
600358,COCOMARO DI CONA KM4,VIA COMACCHIO 521,FERRARA,711777,966033,"44,814486","11,677303",600,739515025,0.001219030865072473
600315,VILLA FULVIA [619],VIA COMACCHIO 294,FERRARA,709283,966625,"44,820546","11,646039",600,739515039,0.00016563363184939197
600316,COMACCHIO MANDORLO [621],VIA COMACCHIO 207,FERRARA,708624,966813,"44,82243","11,637789",600,739515078,0.00011249217750740041
600355,LA PUNTA,VIA COMACCHIO 358,FERRARA,711111,966324,"44,8173","11,66901",600,739515099,0.00031078178839838585
600638,CONA BV CIMITERO,VIA COMACCHIO 1079,CONA,714570,965073,"44,805018","11,712182",600,739515143,0.00014276879911386483
600322,COMACCHIO PONTE CALDIROLO,VIA COMACCHIO 133,FERRARA,708311,966824,"44,822621","11,633839",600,739515158,0.00010034605124182649
600637,CONA BV CIMITERO,VIA COMACCHIO 1079,CONA,714523,965087,"44,805158","11,711595",600,739515210,9.981267454482898e-05
600652,CONA TRIGABOLI,VIA TRIGABOLI,CONA,714225,965273,"44,80692","11,707909",600,739515218,1.6140012390781853e-05
600360,COCOMARO DI CONA,VIA COMACCHIO BIVIO VIA GOLENA,FERRARA,712243,965791,"44,812171","11,683089",600,739515236,0.0005451380467384626
600353,CITTA` DEL RAGAZZO,VIA COMACCHIO angolo Don Calabria,FERRARA,710618,966490,"44,818939","11,66285",600,739515249,9.92401632390327e-05
600365,CONA,VIA COMACCHIO F67,FERRARA,714208,965180,"44,806089","11,707655",600,739515275,9.760379090980029e-05
600363,CASA VECCHIA,VIA COMACCHIO 510 D,CONA,713921,965178,"44,806157","11,704029",600,739515330,0.00010810037002758232
600364,CASA VECCHIA,VIA COMACCHIO 895,CONA,713807,965209,"44,80647","11,702602",600,739515403,0.0001153792008997024
607138,VILLANOVA,VIA MASSAFISCAGLIA 312,VILLANOVA,721962,968673,"44,835123","11,807116",621,747030578,8.920560520470438e-05
600920,BV QUARANTA STAIA,VIA POMPOSA,FERRARA,722919,966674,"44,81685","11,818332",621,747030584,0.00012875888318708198
600661,BIVIO ALBAREA,VIA DEL MARE F522,FERRARA,720601,967396,"44,824064","11,789363",620,747030608,0.0001322035173504586
600913,BIVIO PARASACCO,VIA DEL MARE 537,FERRARA,726810,965631,"44,806244","11,867018",621,747030623,0.00015815944486421155
600649,CONA TAMBELLINA[919],VIA TAMBELLINA 197,CONA,714410,965229,"44,806469","11,710227",600,747030637,0.00010633729355201295
607144,PONTE FOSSALTA,VIA MASSAFISCAGLIA 130,FERRARA,718612,969853,"44,846769","11,765291",620,747030651,5.1381319561994374e-05
600693,PONTE ADDOLORATA,VIA ROMEA NORD,FERRARA,717341,969696,"44,845747","11,749158",620,747030656,8.280923861488891e-05
609017,BIVIO CODIFERRO,VIA NEVATICA F4,FORMIGNANA,726804,968557,"44,832553","11,868248",621,747030660,5.0003599864962996e-05
600705,CONTRAPO` BIVIO CODREA,VIA TAMBELLINA,FERRARA,714779,967579,"44,827489","11,715881",620,747030673,8.756854458180715e-05
609006,POSSESIONE DI MEZZO,VIA BRAZZOLO 24,FORMIGNANA,727334,970348,"44,848487","11,875746",621,747030680,9.53895696618719e-05
607052,BATANA,FERRARA - FORMIGNANA F112,COPPARO,721052,969379,"44,841754","11,795924",621,747030690,8.35575250955855e-05
607141,VICONOVO,VIA MASSAFISCAGLIA 309,FERRARA,718930,969611,"44,844496","11,769206",620,747030707,0.00010911251073897925
600917,BIVIO DENORE,VIA POMPOSA,FERRARA,724310,966315,"44,813185","11,835745",621,747030719,0.0001956588868424198
609026,BAR LANTERNINO,VIA BRAZZOLO 6,FORMIGNANA,726608,969584,"44,841849","11,866229",621,747030740,9.872649087130812e-05
624025,TRESIGALLO OSPEDALE,VIA DELLO SPORT 1,TRESIGALLO,729388,966800,"44,815929","11,900104",621,747030743,8.775448706381537e-05
600695,BORGO TARAPINO,FERRARA - FORMIGNANA 241,FERRARA,716621,969436,"44,843629","11,739947",620,747030751,0.00011356887777778966
607055,SABBIONCELLO S.PIETRO CHI,FERRARA - FORMIGNANA F78,COPPARO,722101,969069,"44,83864","11,809046",621,747030764,0.00010965204056514354
609015,TRESIGALLO FRIGO,VIA NEVATICA 21,TRESIGALLO,728165,967894,"44,826157","11,885146",621,747030781,0.00010818396368952937
600674,BIVIO CODREA,VIA POMPOSA,FERRARA,714842,967515,"44,826894","11,71665",620,747030790,0.00010440234671755157
600686,VIA DEL MARE 441,VIA DEL MARE 441,FERRARA,719077,967564,"44,826045","11,770181",620,747030794,0.0001500566892869768
600919,BV QUARANTA STAIA,VIA POMPOSA,FERRARA,722864,966703,"44,817128","11,81765",621,747030805,0.00010627836092389118
600915,BIVIO VALPAGLIARO,VIA POMPOSA,FERRARA,726206,965838,"44,808297","11,859482",621,747030810,0.00010320954413035272
600647,CODREA,VIA TAMBELLINA 154,FERRARA,714849,966677,"44,819357","11,716384",620,747030815,0.00017635625874893712
609020,FORMIGNANA CARABINIERI,COPPARO - MIGLIARINO 1,FORMIGNANA,725779,969559,"44,841888","11,855742",621,747030822,8.974920612547381e-05
624003,SAIPO,VIA DEL MARE 153,TRESIGALLO,728414,966807,"44,816305","11,887804",621,747030824,7.83148134132373e-05
607038,LA MENSA,VIA TORRE,COPPARO,724436,968755,"44,835084","11,838414",621,747030829,0.0001304379162654159
600687,BIVIO DENORE VIA MASSAFIS,VIA A.SOFFRITTI 11,DENORE,723341,968752,"44,835401","11,824576",621,747030833,0.00012156582579021908
607057,SABBIONCELLO SAN PIETRO,PZA REPUBBLICA 36,SABBIONCELLO SAN PIETRO,722498,969577,"44,843083","11,814285",621,747030841,0.00020101989951216254
600707,CA` GRILLANDA,VIA MASSAFISCAGLIA 506,FERRARA,725603,966947,"44,818459","11,852358",621,747030856,6.615081253685538e-05
609019,FORMIGNANA ROTONDA,COPPARO - MIGLIARINO F63,FORMIGNANA,726017,969156,"44,838189","11,85857",621,747030866,6.71691893641721e-05
624020,TRESIGALLO,P.ZZA DEL POPOLO 5,TRESIGALLO,729124,967160,"44,81925","11,896931",621,747030868,0.00011837503960233449
600697,BORGO TARAPINO,FERRARA - FORMIGNANA F249,FERRARA,716679,969452,"44,843755","11,740687",620,747030871,7.141540450063918e-05
607046,FOSSALTA CHIESA,FERRARA - FORMIGNANA 153,FOSSALTA,718739,970205,"44,849895","11,767047",620,747030877,7.007610148908864e-05
600684,BIVIO VICONOVO,VIA DEL MARE 401,FERRARA,717757,967639,"44,827124","11,753535",620,747030883,0.00013738333232624628
600689,DENORE,VIA MASSAFISCAGLIA F543,DENORE,723937,968387,"44,831932","11,831947",621,747030887,0.00012651679730384528
600659,BIVIO VILLANOVA,VIA POMPOSA,FERRARA,722034,966955,"44,819653","11,807275",621,747030889,0.00025311688999310434
600916,BIVIO VALPAGLIARO,VIA POMPOSA,FERRARA,726271,965806,"44,807989","11,860289",621,747030901,6.98315831127393e-05
600880,CODREA VIA TRAVERSA,VIA TAMBELLINA 132,CODREA,714807,966886,"44,821249","11,715942",620,747030903,3.5811311059944356e-05
600912,CODREA BIVIO ROSSONIA,VIA TAMBELLINA,FERRARA,714759,967413,"44,826002","11,715558",620,747030910,4.173871104780327e-05
607139,BORGO PASSO,VIA MASSAFISCAGLIA,FERRARA,719637,969332,"44,841769","11,778021",620,747030917,0.00011124140416277446
607041,GARDI,FERRARA - FORMIGNANA 60,COPPARO,723851,969086,"44,838244","11,831168",621,747030921,9.273645453627689e-05
600679,BIVIO CONTRAPO`,VIA DEL MARE 369,FERRARA,716332,967553,"44,826785","11,735493",620,747030922,0.00019442453548696625
624008,FINAL DI RERO,VIA DEL MARE 11,FINALE DI RERO,727443,965816,"44,807705","11,875095",621,747030938,0.00041659305083083817
624007,FINAL DI RERO,VIA DEL MARE 8,FINALE DI RERO,727439,965826,"44,807797","11,875049",621,747030943,0.00026016727311385825
