2042;VILLANOVA MATTEI;VIA TOSARELLI 434;BOLOGNA;692663;930287;44,498398;11,422363;502
2043;TOSARELLI;VIA TOSARELLI P.L. 96;VILLANOVA;693117;930226;44,497728;11,428046;502
2044;VILLANOVA OBERDAN;VIA GOLINELLI 12/B;VILLANOVA;692781;930213;44,497701;11,423819;502
2045;CA` DELL`ORBO;VIA TOSARELLI 173/2;VILLANOVA;693570;930568;44,500683;11,433867;502
2046;VILLANOVA GOLINELLI;VIA GOLINELLI FR 7;VILLANOVA;693029;930148;44,49705;11,426911;502
2049;VILLANOVA PEDERZANA;VIA PEDERZANA 3;VILLANOVA;693389;930565;44,500704;11,431591;502
2050;CA` DELL`ORBO;VIA TOSARELLI 312;VILLANOVA;693503;930535;44,500404;11,433013;502
2055;CA` DELL`ORBO VILLA TONEL;VIA PEDERZANA 14;VILLANOVA;693565;930981;44,504399;11,433959;502
2057;CA` DELL`ORBO DI VITTORIO;VIA DI VITTORIO 6;VILLANOVA;693617;931139;44,505806;11,434672;502
2059;CA` DELL`ORBO SANTI;VIA DI VITTORIO FR TRALICCIO ENEL;VILLANOVA;693776;931522;44,509208;11,436814;502
2101;PALAGI;VIA PALAGI 26;BOLOGNA;688202;929366;44,491292;11,365963;500
2102;PALAGI;VIA PALAGI 25;BOLOGNA;688218;929352;44,491162;11,366159;500
2103;OSPEDALE MALPIGHI;VIA PALAGI 4;BOLOGNA;688231;928973;44,48775;11,366185;500
2107;ZACCHERINI ALVISI;VIA ZACCHERINI ALVISI 8-10;BOLOGNA;687753;929671;44,494153;11,360432;500
